Delivery_person_Age,Delivery_person_Ratings,distance
34,4.7,20.50630587015899
35,4.0,7.448557979574216
26,4.8,12.116886186591207
34,4.7,19.614735355629445
34,4.4,16.903843893840016
31,4.1,6.232373004508207
35,4.7,20.44292976252901
36,4.5,4.561152427256569
21,4.8,16.72067899275337
23,4.9,20.44292976252901
29,4.6,19.760278801545
39,4.9,10.588906536688036
26,4.9,9.314920531575272
37,4.0,17.29786575291325
31,4.9,12.253528674537389
28,4.6,7.648690101362567
39,4.4,19.76008092047381
35,4.1,13.970556078644558
36,4.5,7.762394296686446
24,4.7,13.735383556628369
31,4.6,3.1162037143241816
28,4.4,17.16640850464352
21,4.9,1.558119362949096
35,4.6,9.15767841988528
28,4.9,12.257490517738724
29,4.9,4.587356404161844
28,4.5,4.561223681552014
32,4.9,16.602467168326267
22,4.8,20.206260324074503
30,4.9,20.252959556511943
22,4.9,3.108902629159079
22,4.6,1.5545020843143542
29,4.8,10.427321890632737
29,4.9,10.586910515510716
36,4.9,3.104571866545023
36,4.7,9.157673042593975
32,3.8,16.72059667667663
25,4.6,7.682703792667152
22,4.9,4.469193825204425
30,4.9,19.91724841572886
29,4.5,9.193520993944482
34,4.6,10.427321890632737
27,5.0,20.1827286692576
26,4.5,7.862668167410368
37,4.7,6.218076509101378
23,4.7,13.406355455305173
33,4.6,4.578992412219994
37,4.7,6.1467466299623235
31,4.9,7.7617353876913695
36,4.6,9.122105539589876
29,4.6,19.665992611713545
29,4.6,11.916582838287257
37,3.8,10.683793317824042
22,4.6,6.232380002107321
35,4.5,6.1467466299623235
31,4.6,4.6566070460130335
25,4.8,3.073391571442881
34,4.7,7.763183552897893
30,4.1,7.547357671334428
30,4.9,16.903142341180338
33,4.6,13.970144665452906
31,4.2,9.32660296123291
29,4.5,4.6742665652744515
25,4.9,3.0184094452114985
34,4.7,3.104782360921273
27,4.1,3.1047859175292585
30,4.7,8.812444327170041
35,4.7,16.721296009802852
39,4.9,7.660898979387943
39,4.9,3.0188764660304765
29,4.9,13.7639772244273
21,4.4,1.554544022810222
38,3.5,20.20704994057408
30,4.6,12.256574293065931
39,4.8,9.074331008325888
29,4.6,4.5611523412091035
29,4.6,20.182482607604825
25,4.3,7.567742897860633
26,4.7,10.563519849475368
20,4.8,17.138041435509773
35,4.6,3.0594028768205965
31,5.0,6.21786068914486
31,4.6,10.756165907453376
34,4.7,4.530125284019496
25,4.6,6.217735074215029
28,5.0,19.65962528368346
27,4.6,7.772618958964917
27,4.1,9.21912356761151
38,4.9,6.127848457033905
32,4.2,20.18269322461172
35,4.7,17.29786575291325
21,4.9,2.979598701342017
23,4.7,1.529825358632522
26,4.4,17.29786575291325
20,4.7,10.906036622245397
32,4.9,12.256687342592544
31,4.7,10.868263117988304
32,4.9,12.58026782240096
34,4.4,19.97609532002446
23,4.7,1.5320260227344966
34,4.9,9.121375406203558
36,5.0,8.938588654178862
33,4.3,10.865675782879832
30,4.9,2.996227818017904
30,4.5,10.90714015156803
39,5.0,9.177855596427849
34,4.9,9.074331008325888
31,4.9,7.790525266841116
31,4.7,4.561269432005657
35,4.2,1.512597611206686
36,4.9,7.452607659561899
21,4.8,1.5526968797449292
29,4.5,4.663439017652866
28,4.7,12.099251698245435
22,4.6,16.660097204546695
21,2.9,10.58659526806034
33,4.8,10.866215152974826
22,4.6,11.00773476374462
20,4.7,9.157702644260812
29,4.6,6.210589610313767
32,4.1,19.880157869977054
37,4.9,6.290134677634678
32,3.9,12.107739754185026
26,4.8,3.1089751947117557
29,4.6,9.192496429758704
21,5.0,7.658776111980681
34,4.2,4.663310851898982
33,4.9,20.55736413547127
29,4.6,17557.25977582415
29,4.6,13.631440268080995
32,4.8,4.663419307399412
37,4.4,4.663545220953049
37,4.0,5.959018323622155
29,4.8,6.21786068914486
29,4.8,10.757536302641885
33,4.9,19.839625679582436
34,4.7,7.862668167410368
32,5.0,9.31399060766836
22,4.3,10.70930883362127
28,4.8,13.788747286078769
38,4.6,12.418408999826964
36,4.8,1.465327449428179
38,4.9,13.787860239172238
21,4.6,10.641928366460249
38,4.1,3.0640029565838653
25,4.6,9.326603239771996
24,4.7,10.428102699087209
27,4.9,4.544267482983502
32,4.7,17.29786575291325
20,4.7,7.648280480148563
34,4.6,4.528183776759229
37,3.5,12.29350267444076
34,4.9,3.109125335839928
38,4.5,19.67087590822053
29,4.9,13.583460272389104
20,4.6,10.86747614344571
20,4.8,7.7631027847272
26,4.6,10.867258681531938
33,4.2,20.0716467218665
21,4.9,17.29786575291325
23,4.9,7.772343594464188
32,5.0,4.674393132741266
23,4.9,6.058848944529893
30,4.9,13.7639772244273
37,4.5,9.075344501962311
23,4.5,3.145067434621583
28,4.0,12.117036432265769
25,4.6,1.5305886485689215
24,4.8,11.98362694208327
30,5.0,6.128850978537968
23,4.9,20.206226468829932
26,4.7,4.5609750236610624
23,4.9,9.178138375055346
34,4.8,8.952959100099301
29,3.6,1.554544022810222
34,4.8,12.16230614509626
27,4.6,19.661019603214037
29,4.9,10.279728368311757
20,3.6,9.192951167083816
28,5.0,9.314907489513608
38,4.2,1.5368199501610624
35,5.0,4.587356404161844
29,5.0,5.968794067984423
22,4.5,9.192290417404571
20,4.5,9.314862687658415
30,4.6,7.790237052802968
21,4.7,10.866215152974826
36,4.2,7.5735286916855955
26,4.9,1.5725337292863206
20,5.0,9.313979922202105
29,4.6,6.232189890723994
33,4.2,3.0593634547238
35,5.0,7.68415541716563
29,4.7,4.395281348843725
39,4.9,7.790944138439638
21,4.8,4.717601092054723
21,4.9,1.5523457381458443
39,4.8,12.419787919081514
36,4.9,19.627072559592904
26,4.5,7.648179253473649
26,4.6,20.069389638817952
39,3.5,13.97275106350409
21,5.0,14.15280068944862
25,4.3,17.165361256393414
23,4.5,7.760775621293748
27,4.6,17.098467518756365
21,4.9,4.6105980334864025
20,4.6,13.97318265391717
33,4.5,4.591636071833539
31,4.8,10.68373240390047
24,4.4,10.86588292776456
33,4.5,19.343613163277183
33,4.7,4.56092627806632
21,5.0,8.987988358567904
32,4.4,12.350247136473309
39,4.8,12.073402311815489
34,4.4,7.659687719504771
30,4.8,13.735819390991947
31,4.8,10.756895455613956
38,4.6,3.0528213653154195
27,4.9,3.0272921340439294
22,4.9,17.07661742698182
21,4.7,10.594842179012112
37,4.6,8.988071540167576
39,4.5,7.761199672759796
34,4.6,1.5606630381438609
22,4.9,6.218153086065569
29,4.5,16.818368923733058
20,4.6,12.23464551715604
39,4.8,7.772429015118305
35,4.6,4.47700977756279
20,4.8,10.429850454296858
27,4.8,7.601362669751016
34,4.7,7.562267471532915
36,4.9,6.058848944529893
37,4.9,10.428262034058
25,4.7,11.719450614384144
27,4.9,3.1162127416120886
31,4.7,20.85251350342755
24,5.0,12.237791615217422
21,4.6,1.5523313527254592
31,5.0,4.540575857362515
37,4.7,1.5527001583669442
38,4.6,3.018826787154069
22,4.8,12.07514720418408
29,4.6,12.421407858788074
27,4.4,10.866215152974826
39,4.3,16.90329321306572
21,4.8,10.593954024387216
28,4.6,10.58695309692167
32,4.7,9.313347514768436
26,4.8,3.1046911695396355
37,4.6,4.469193825204425
29,4.7,10.594444749553652
23,4.0,6.232177403678717
30,4.7,1.5725337292863206
39,4.9,6.290134677634678
20,4.8,10.642018863256776
21,4.9,12.41985066025304
25,4.8,17.076258901182708
35,4.6,10.427575355309898
21,4.8,13.481325793104494
24,4.8,6.05429540051117
37,4.6,19.36254180430375
29,4.6,1.48832422044339
33,4.2,10.86813091566954
28,4.8,19.877584031407785
33,4.1,7.631500138051535
24,4.6,9.3484931901067
24,4.8,9.313449926160224
35,4.5,3.1091344143311437
31,4.6,19.914688541860464
24,4.8,3.059443338898001
37,4.9,10.906042243292454
34,4.8,7.659687719504771
33,5.0,12.100062421151955
25,5.0,3.02956172135288
21,4.7,19.76008092047381
29,4.6,13.766192440642286
31,4.2,12.58026782240096
36,4.1,5.859879867526011
33,4.9,3.0599333272413856
37,4.8,20.177742451193726
30,4.9,20.20634606758321
39,4.2,16.11351363529282
20,5.0,4.674172124263596
32,4.6,1.554499492178499
32,4.8,3.1089836948122804
37,4.7,1.5321547990761482
29,4.5,16.902955539488524
39,4.1,19.839625679582436
27,4.9,13.971881683315834
33,4.7,4.610367445745231
39,4.8,2.9802895422000986
24,4.9,6.290134677634678
36,4.0,3.10480371051839
28,4.8,12.46442266521164
31,4.5,6.081185877714354
34,4.5,9.435201537430713
31,4.3,6.118711846690412
34,4.8,9.05598111792485
25,4.8,17.166085007858385
30,5.0,6.290134677634678
36,4.0,9.087965501261843
29,4.5,10.880364286277024
39,4.6,20.207240425375993
21,4.7,9.348114492435204
36,4.7,6.232139486668676
36,4.9,12.074047498027545
34,4.7,17.07799287216156
24,4.8,7.660898979387943
29,4.6,13.989512471854102
25,4.8,14.022182614283688
25,4.7,6.146243658393976
28,5.0,13.73595371215514
27,4.9,4.657952854119634
33,4.9,9.348325936764756
24,4.4,16.903142341180338
28,4.8,7.490187108752941
21,4.7,19.894269594418027
32,4.5,7.56206997216252
32,5.0,20.968460294412367
35,4.7,3.0295127511631836
28,4.6,12.293433786974466
36,4.7,3.0596070715947183
30,3.7,10.444437629135892
23,4.0,9.080187058762698
26,4.9,12.108722441981062
33,4.5,19.97609532002446
36,4.9,13.620342411997008
37,4.9,13.971968544834713
24,4.3,6.037529176542944
29,4.7,4.674318854029878
21,4.7,3.104686366913198
23,4.6,8.940047176803803
37,4.9,1.5321547990761482
36,4.6,16.65983831917015
32,4.6,3.058281575249606
36,4.4,19.089989308949413
37,4.7,6.232152800668448
29,4.6,19.91626000977551
29,4.6,7.772241719523405
26,4.2,13.681416111912451
37,5.0,1.5124736191444423
25,4.0,1.51478734593167
32,4.7,3.018226484999582
34,4.2,9.081444954603896
26,4.3,9.191497300460384
37,4.6,5.9592668959195505
27,4.9,1.5263732188915633
22,4.6,1.5725337292863206
33,3.5,13.7666169082024
20,4.3,4.65759746927107
21,5.0,9.178138375055346
35,4.6,12.238686345325087
23,4.6,13.760880474935774
29,4.6,2749.406397483131
31,4.0,13.681492022668555
22,4.5,20.206808074128055
26,4.9,7.567411306545303
38,4.9,1.5525609831259377
21,4.8,1.489842306740158
30,4.4,9.435201537430713
30,4.2,7.343440790337121
26,4.5,10.75550295962129
35,4.8,10.92405049027458
33,4.9,10.569528655031638
37,4.3,6.1192453430297755
36,4.9,8.938197833559254
28,4.7,11.917779612814194
27,4.2,1.552216563717579
29,4.7,10.427235657896192
38,4.9,19.760278801545
28,4.6,3.0186622920277366
29,4.6,10.707286388619467
33,4.9,7.7617353876913695
30,4.8,4.610254758948654
23,4.0,20.44292976252901
28,4.1,19.76105000353837
27,4.7,6.208827615118725
31,4.6,1.5523457381458443
27,4.7,7.573225613488835
31,4.8,4.561112369848115
32,4.8,6.119866712015095
29,5.0,4.595393825646219
33,4.1,9.435201537430713
29,4.6,20.178298581848455
28,4.8,13.9695350822038
33,4.5,4.657579589646416
33,4.8,17.164824725881516
29,4.5,2.996313374961318
32,4.9,12.074395525684997
27,4.5,13.972194586929868
32,3.8,16.601046189402922
33,4.8,1.5204319479995732
38,4.1,10.90606521866252
38,4.6,12.294166376368976
23,4.7,6.1474046526362285
30,4.4,19.97528686238872
31,4.9,3.0646768621689917
38,4.8,10.602467987619454
34,4.6,9.314907489513608
33,4.9,20.85246594803441
25,4.8,9.122105539589876
35,4.6,6.127835452843913
25,5.0,6.08138911667686
34,3.9,10.88065184853536
29,4.6,16.85224197264531
22,4.8,19.65882871745452
29,4.9,3462.898707005295
27,4.4,20.18090860124947
23,4.9,13.970144665452906
26,4.7,10.427668815940937
22,4.6,12.58026782240096
24,5.0,7.646414103069008
39,4.5,14.022136830289137
29,4.9,13.428420606792413
28,4.7,20.182634488293992
31,4.8,19.916194656539723
23,4.7,9.05598111792485
38,4.8,13.787860239172238
38,5.0,6.175516093406556
22,4.8,3.145067434621583
27,5.0,4.39522525342737
37,4.8,1.514804895193716
28,4.7,19.665992611713545
26,4.4,6.129183922935669
37,4.6,1.5322647895219277
34,4.2,13.612393202818415
28,4.6,10.64158125662718
28,4.7,9.190403105302815
26,4.7,11.720114258240432
24,4.8,6.120938502923711
35,4.6,6.217689154531195
23,5.0,10.428102699087209
20,4.7,2.9303067055668133
37,5.0,9.12210840865768
26,4.9,13.788957415778432
21,4.6,16.601408334261222
37,4.8,6.0366102498163405
33,4.3,19.04319070865833
25,4.0,9.314419797614722
38,4.3,19.688308620509375
32,3.8,20.44292976252901
37,4.0,10.25506571147656
25,4.6,20.205936390186515
29,4.6,4.469312021755073
27,4.2,3.06400945550929
39,3.9,13.971216616782916
30,4.7,4.663772762376507
28,4.9,1.5524171298907212
32,4.9,17.07490429604153
23,4.8,7.651068542725186
37,4.0,4.537647566708679
23,4.6,10.445219519730005
22,4.9,13.631449198481372
28,4.7,13.680920077460073
38,4.9,9.220550607824642
29,4.8,13.18433342501914
29,4.7,19.68856591478912
23,4.1,6.232403352170581
34,3.1,16.825674553493787
31,4.9,2.930257800762021
28,4.9,10.586484616278236
32,4.7,6.120777222727502
37,4.9,4.528246576738902
31,5.0,1.509357191576567
39,4.9,1.5725337292863206
21,4.6,1.5202925485979668
37,4.7,7.862668167410368
35,4.9,12.16101621891181
33,4.8,12.20991796442754
36,4.3,13.973760919163851
37,4.2,20.253686746640145
39,4.6,3.105095437473068
36,5.0,4.561267998363487
37,4.6,4.596317855298041
36,4.7,3.145067434621583
25,4.5,16.659963190056956
32,4.7,1.5526813140975844
21,4.6,16.826241648658563
36,4.7,4.561152427256569
30,4.4,4.674393132741266
30,4.6,7.761768725951301
23,4.7,16.901690663165507
32,4.9,20.50604375862634
30,4.7,3.0644638558360477
33,4.7,9.435201537430713
36,4.7,7.862668167410368
38,4.0,3.04066679807693
34,4.8,20.207299688871007
34,4.6,7.601308045983427
24,4.7,16.384334344091382
32,4.9,4.717601092054723
25,4.5,4.595940524023034
29,4.6,13.40647396886028
37,3.8,12.41779235161686
30,4.7,16.60006026589117
30,5.0,7.684168603439796
33,4.9,10.880935113345211
29,4.9,9.219878421274409
28,4.7,1.512584768578813
28,4.6,10.707675026485887
34,4.0,10.602497166339424
34,4.3,16.65983831917015
34,4.7,8.929060012159653
20,4.6,1.489792976782923
30,3.6,17.098754108174983
36,4.7,7.862668167410368
23,4.8,4.717601092054723
38,4.9,4.469157679084331
24,4.7,9.314920531575272
37,5.0,20.857115324129342
29,4.6,16612.23905461284
35,4.5,3.104402431477633
29,4.6,16.476109203499863
22,4.9,9.122016850833283
29,4.6,4.589499486380557
38,4.9,1.512568616883653
36,3.6,16.902955539488524
23,4.7,17.29786575291325
31,4.4,20.207240425375993
22,4.6,11.916757259074872
39,5.0,3.073391571442881
21,4.4,13.78848075238681
31,4.7,1.5580739318109509
29,4.7,11.916595060070058
22,4.7,4.476682206848175
29,4.6,1.5725337292863206
35,4.4,10.757204708670182
25,4.7,12.43553817483714
37,5.0,4.579067429409246
38,5.0,2.9812178551917157
35,5.0,9.315071060295129
33,4.6,6.105310401829159
34,4.8,19.67416179823941
38,4.7,7.460811932597024
32,4.6,9.31369151832629
26,4.7,9.179538450825504
36,4.0,7.683808717426696
21,5.0,3.073202406260901
28,4.3,10.705559922396493
25,4.8,13.786669693634837
29,4.6,12.073397681482868
28,4.9,4.587980157997274
36,4.6,3.027136219103687
36,4.5,13.789630729980107
21,4.7,17.29786575291325
37,4.2,12.162009006258526
30,4.0,3.1053634161947805
35,4.9,9.348448896832888
25,4.6,11.00773476374462
22,4.9,7.601265908224533
32,4.5,12.420724094049318
26,4.5,1.5725337292863206
33,4.6,12.07361637138158
22,4.8,3.145067434621583
27,4.9,17.07870639063114
32,4.6,7.660748837425962
31,4.4,10.427208660422878
29,4.6,2.979598701342017
29,4.7,9.34843343001985
24,4.6,4.589965403039523
22,4.8,7.80262997788558
24,4.6,16.787849624233306
22,4.9,20.2065815105083
31,4.7,12.098699936279209
38,4.8,2.996250036666747
24,4.7,20.25401003649722
27,4.7,10.586484616278236
33,4.9,2.976185616575837
30,5.0,19.76218981785956
20,4.8,20.206344895189716
29,4.6,10.724189700859627
27,4.7,13.589987199022492
30,4.9,10.86588292776456
28,4.4,2.976185616575837
33,4.1,6.05429540051117
21,4.1,13.582511011043518
24,4.7,11.936655706668944
30,4.7,3.1053698909093623
27,4.9,19.61782456145108
33,4.0,3.1050761845071997
22,4.5,16.36609806072391
36,4.4,5.958756242189132
37,4.5,7.562079321186873
29,4.3,1.4897897668124565
27,4.9,9.087937068016329
30,4.8,20.17918820668895
29,4.6,10.569496921731451
25,4.9,17.073026289642574
21,4.9,1.5126653201049498
30,4.6,7.601066543768449
31,4.7,3.1051298892162484
21,4.9,3.025153366886616
25,4.9,4.537940846051362
37,4.7,1.5204556895834411
38,4.8,19.87987067737402
29,4.6,4715.28325654958
35,3.8,16.98106480503474
36,3.6,19.36269866793402
37,4.8,13.788747286078769
24,4.9,13.583460272389104
28,4.6,6.05040606165864
30,4.5,20.176709024393897
24,4.7,9.055898607911567
32,4.8,7.683177078354157
25,4.7,3.087830419112998
28,4.6,16.822155609316784
25,4.8,5.969045594353571
30,4.7,14.021812013195875
29,4.6,1.5305886485689215
29,4.6,7.862668167410368
26,4.9,12.29288517786057
31,4.5,7.44897015193315
34,4.0,6.051989448511132
35,4.8,10.72495612030263
25,4.8,7.646049300624619
31,5.0,9.177484636525882
26,5.0,12.29288517786057
21,4.3,7.661250453808475
32,4.8,19.36744052557795
34,5.0,12.098699936279209
29,4.6,3.040893129641149
23,4.7,9.326651352175686
35,4.8,9.348448896832888
39,4.2,6.0497889093781465
23,4.6,4.544211841489229
20,4.9,17.073537690613623
39,4.5,4.4648460771921075
20,4.7,16.63545121553746
23,4.3,13.681416111912451
27,4.7,6.128419378458112
27,4.7,20.44292976252901
29,4.6,13.409281444577916
39,4.7,6.117673772819492
29,4.6,3.0642100281010207
26,4.7,6.08088296759392
21,4.7,12.420724094049318
34,4.7,9.435201537430713
29,4.6,10.757499697083032
34,4.2,16.65944057912353
31,4.7,10.865065738215876
29,4.6,7.772429015118305
29,4.6,10.562878909252897
27,4.7,7.762633866101948
29,4.6,19.762371983679323
32,4.0,1.5126165219143393
23,4.3,20.252967850083508
29,4.8,17.097997931301858
32,3.5,17.076258901182708
26,4.0,4.5441940135013885
22,4.9,19.36744052557795
38,4.7,1.514804895193716
32,4.2,13.973760919163851
20,4.5,20.851544689623463
22,4.7,10.906412696832447
33,4.8,1.489845233310774
29,4.6,19.975632175541328
20,4.7,14.022096082519496
32,4.5,19.88265014741632
22,4.4,1.5302997807726866
26,4.6,12.420599246806894
39,4.7,3.029440560313021
33,4.1,13.73627013435616
38,4.8,20.44292976252901
22,4.8,4.52797305424325
24,4.8,3.0253210909320245
25,4.8,6.290134677634678
22,4.5,1.560557636453455
37,4.6,9.32660296123291
29,4.6,9.219878421274409
38,4.1,7.648322354566716
22,4.9,9.314862687658415
28,4.5,12.162009006258526
21,4.1,20.85342649196895
36,4.8,4.6576255671474405
22,4.7,7.562267471532915
30,4.8,9.05584850422668
34,4.4,13.682378876484885
39,4.8,4.674644234402064
29,5.0,12.257012194098404
36,4.3,1.552553316850164
29,4.7,4.681543187251407
36,4.7,3.11625365633879
23,4.9,20.25510293834014
31,4.8,2.996242008148186
38,5.0,7.803351143013898
22,4.7,20.85246332426502
22,4.6,9.435201537430713
30,5.0,4.674174529063673
25,4.5,10.756383853403502
23,4.7,9.08808409216373
33,5.0,7.448303502970299
29,4.6,19.65962528368346
26,4.8,6.12862767048463
25,4.6,4.717601092054723
20,4.7,13.989146264476776
39,4.6,9.22058182648005
21,4.9,12.294187491091142
31,4.2,4.674280112157594
26,4.9,3.1161284905751767
30,4.6,1.5126978119723455
35,4.9,6.0504618880756365
35,4.9,3.104463374954503
35,4.9,19.915547551520856
21,4.5,13.68160171925099
30,4.6,7.546401421474732
22,4.6,12.25642131854294
31,4.7,3.104402431477633
36,4.7,3.018868742009604
34,4.2,9.193093962702369
24,4.5,7.683332672259288
30,4.6,20.831323891911687
20,4.7,6.2101064890276785
28,4.7,6.117673772819492
34,4.9,20.205936390186515
22,3.1,20.182685858169425
21,5.0,4.469162258883854
25,4.9,19.618645096414483
37,4.6,7.660348489151042
32,4.6,7.562079321186873
29,4.9,9.315745106316635
38,4.7,7.862668167410368
22,4.7,7.449051156906783
20,4.8,4.596951629499317
25,4.9,20.1827286692576
26,5.0,9.314030628227467
33,4.7,12.464528059716644
38,4.6,4.596251207088208
28,4.2,1.552587981794941
30,4.2,9.178138375055346
32,4.7,7.790314135591803
37,4.7,6.147073151032031
22,4.3,19.97574121625775
36,4.2,16.82795323853624
30,4.6,4.4766605007382445
38,4.5,17.29786575291325
34,4.8,6.117673772819492
38,4.7,6.037116126733091
37,4.5,16.608116615080004
31,3.9,10.757050667280218
21,4.2,9.3157020053511
22,4.6,4.610405794807837
23,4.7,7.562921044749852
22,4.6,17.13749142638868
26,4.8,1.5725337292863206
36,4.6,9.054052950169236
30,4.8,4.657654937060371
25,4.5,6878.428563067476
25,4.8,3.104928771230143
22,4.6,20.253058591951973
36,4.9,7.546680469081777
24,4.7,9.435201537430713
38,4.5,16.602467168326267
20,4.7,6.040455612192288
29,4.6,4.657987774596273
36,4.7,12.41985066025304
32,4.4,13.735979391940466
38,4.7,19.619196710684104
31,3.9,10.865675782879832
28,4.6,4.5374004790919935
32,4.9,9.074821802568325
27,4.7,4.476810954147793
33,3.9,20.253058591951973
23,4.8,10.86736612025195
27,5.0,12.421242442901876
24,4.7,1.5545816630915406
39,4.6,9.07538735961594
32,4.4,16.38446703586354
24,4.6,16.384502397510587
36,4.9,6.118630884411828
28,4.7,12.435842440173552
24,4.9,13.96987814180627
39,4.8,3.025345653221649
32,4.4,19.76074372631284
38,4.6,1.5725337292863206
31,4.7,3.1046911695396355
15,1.0,12.098761963862684
24,4.9,14.022321513257122
33,4.7,8.811388218295587
30,4.9,1.4897777216510129
20,5.0,7.790158927085036
35,3.7,12.074281945769592
27,4.4,1.4897768153108435
27,4.0,8.95282274667059
35,4.7,12.58026782240096
31,4.7,1.5725337292863206
24,4.6,4.596926091184952
32,5.0,13.969606427684226
35,4.9,19.61916749330383
37,4.5,3.064335674796572
29,4.6,17123.0742943
21,4.8,1.5725337292863206
24,4.6,17.07644834661671
27,4.9,6.118711846690412
35,4.8,16.635223376952894
32,4.1,13.990019508058005
21,4.7,3.0642100281010207
34,4.7,20.18063511411397
25,4.6,1.51478734593167
26,4.6,9.220368460606943
37,4.5,7.790944138439638
33,4.6,6.147073151032031
29,4.6,9.348072739622449
34,4.0,12.294166376368976
27,4.8,19.04152221551391
28,4.6,20.179849220539054
34,3.6,12.435842440173552
23,4.6,10.641157729337486
32,4.7,1.554424975889943
32,4.6,16.787191781803873
22,4.1,16.659963190056956
33,4.9,4.663566689152346
37,4.7,9.087937068016329
32,4.7,6.21786068914486
26,4.8,5.8745153545384685
36,4.8,1.5126859754650717
